latitude,longitude,depth,mag,place
23.0831,93.3665,10.0,4.6,"31 km E of North Vanlaiphai, India"
12.9785,92.4828,10.0,4.6,"143 km N of Bamboo Flat, India"
28.142,76.5366,30.38,4.3,"9 km NNW of B?wal, India"
23.2815,93.3716,10.0,4.6,"27 km ESE of Khawhai, India"
32.998,75.9509,10.0,4.6,"21 km E of Bhadarw?h, India"
33.1193,75.8744,43.89,4.7,"21 km NE of Bhadarw?h, India"
33.195,75.926,46.75,4.2,"19 km SE of Kishtw?r, India"
23.1939,93.2827,4.24,4.8,"23 km ENE of North Vanlaiphai, India"
23.206,93.2628,4.58,4.5,"21 km ENE of North Vanlaiphai, India"
23.9312,93.0128,10.0,3.6,"12 km SE of Darlawn, India"
22.9861,70.2272,10.0,3.8,"5 km SSE of K?ndla, India"
10.2409,93.6808,10.0,4.6,"187 km SSE of Port Blair, India"
14.151,91.6101,10.0,4.6,"296 km NNW of Bamboo Flat, India"
12.6084,93.2388,59.16,4.4,"115 km NNE of Bamboo Flat, India"
29.1724,77.0219,10.0,4.2,"Uttar Pradesh, India"
11.7257,92.3273,10.0,4.5,"42 km W of Bamboo Flat, India"
32.5421,79.491,10.0,4.4,"196 km NE of Sar?han, India"
11.3192,93.5383,103.13,4.3,"94 km ESE of Port Blair, India"
24.8084,94.1112,63.54,4.6,"15 km NNE of Yairipok, India"
22.1166,68.963,10.0,4.1,"13 km S of Dw?rka, India"
12.1157,92.936,32.59,4.4,"51 km NNE of Bamboo Flat, India"
9.3687,92.9668,48.51,4.8,"255 km S of Port Blair, India"
28.1205,93.9189,10.0,4.1,"58 km N of Ziro, India"
12.0153,92.9576,38.0,4.3,"43 km NE of Bamboo Flat, India"
23.4203,86.989,10.0,4.0,"22 km NNW of B?nkura, India"
29.2723,95.1896,10.0,4.4,"114 km NE of Shi Yomi, India"
32.697,76.144,10.0,4.5,"15 km N of Chamba, India"
25.0857,95.0671,101.49,4.5,"86 km SE of Phek, India"
8.8588,93.9589,10.0,4.8,"Nicobar Islands, India region"
32.568,78.4627,10.0,4.0,"125 km ENE of Man?li, India"
25.8362,96.7751,10.0,4.5,"41 km S of Sarupathar, India"
26.4904,92.1052,45.39,4.2,"5 km SW of Kh?rupatia, India"
32.9646,76.3114,10.0,4.2,"48 km NNE of Chamba, India"
10.5177,94.0622,10.0,4.3,"191 km SE of Port Blair, India"
8.5032,92.5426,10.0,4.4,"Nicobar Islands, India region"
13.1329,93.2938,39.6,4.9,"170 km NNE of Bamboo Flat, India"
30.0278,79.9831,18.78,4.7,"29 km NE of B?geshwar, India"
11.1225,93.5904,129.96,4.4,"110 km ESE of Port Blair, India"
28.9807,95.7207,10.0,4.9,"108 km NNE of P?sigh?t, India"
24.4383,94.9928,115.32,4.3,"95 km E of W?ngjing, India"
16.6775,79.8979,10.0,4.5,"32 km SW of Jaggayyapeta, India"
8.8585,93.5608,33.37,4.9,"Nicobar Islands, India region"
35.8128,77.6114,10.0,4.1,"123 km NE of Thang, India"
34.6953,79.7421,10.0,4.5,"206 km ENE of Leh, India"
8.5479,91.8576,10.0,4.2,"Nicobar Islands, India region"
24.0847,93.875,55.37,4.4,"34 km SE of Chur?ch?ndpur, India"
20.0829,73.1729,10.0,4.3,"19 km NNW of Jawh?r, India"
12.2739,95.2155,10.0,4.4,"277 km ENE of Port Blair, India"
13.692,93.3959,49.27,4.9,"232 km NNE of Bamboo Flat, India"
14.2308,93.0511,10.0,4.5,"282 km N of Bamboo Flat, India"
28.1658,87.8728,64.65,4.4,"96 km NW of Mangan, India"
24.155,94.3136,70.19,4.5,"50 km SE of Kakching, India"
26.145,91.1372,48.16,4.3,"23 km SSE of Barpeta, India"
10.9867,95.1124,10.0,4.6,"269 km ESE of Port Blair, India"
23.5799,70.4585,10.0,4.6,"19 km W of R?par, India"
26.1728,93.3051,51.25,4.7,"38 km NNW of Diphu, India"
30.0659,80.2927,10.0,4.3,"32 km NW of Dh?rchula, India"
13.3676,93.5713,63.94,4.4,"206 km NNE of Bamboo Flat, India"
24.8695,94.1024,59.2,4.8,"17 km ENE of Imph?l, India"
10.9418,91.7174,10.0,4.2,"137 km SW of Bamboo Flat, India"
10.8407,91.6606,10.0,4.7,"149 km SW of Bamboo Flat, India"
29.4512,95.0638,10.0,4.3,"122 km NNE of Shi Yomi, India"
14.0514,93.5854,35.0,4.0,"276 km NNE of Bamboo Flat, India"
10.9512,91.8646,24.99,4.6,"Andaman Islands, India region"
32.9804,76.181,43.93,4.9,"43 km E of Bhadarw?h, India"
25.0899,95.0419,88.22,4.5,"84 km SE of Phek, India"
8.3335,92.1961,10.0,4.3,"Nicobar Islands, India region"
13.092,93.2507,47.93,4.9,"164 km NNE of Bamboo Flat, India"
26.4642,96.1069,105.63,4.7,"75 km WNW of Sarupathar, India"
8.5293,93.8713,65.3,4.2,"Nicobar Islands, India region"
9.1171,93.5712,10.0,4.9,"296 km SSE of Port Blair, India"
30.4025,94.7951,10.0,4.6,"211 km NNE of Shi Yomi, India"
30.4473,94.8662,35.92,4.5,"217 km NNE of Shi Yomi, India"
30.3683,94.8628,10.0,4.9,"209 km NNE of Shi Yomi, India"
30.4829,94.83,10.0,4.9,"220 km NNE of Shi Yomi, India"
30.4088,94.7964,10.0,4.8,"212 km NNE of Shi Yomi, India"
30.3508,94.7872,10.0,4.3,"205 km NNE of Shi Yomi, India"
25.6762,96.6433,10.0,4.7,"61 km SSW of Sarupathar, India"
14.1694,93.4565,10.0,4.5,"284 km NNE of Bamboo Flat, India"
32.8856,76.7183,10.0,4.4,"45 km NW of Kyelang, India"
19.578,72.508,10.0,4.1,"25 km WSW of Shirgaon, India"
32.7286,76.3907,10.0,4.2,"31 km NE of Chamba, India"
24.8601,95.1097,120.67,4.0,"108 km SE of Phek, India"
28.8184,95.9771,10.0,4.5,"99 km NW of Hayuliang, India"
27.7365,92.8044,10.0,4.9,"64 km NE of Bomdila, India"
27.7047,92.7236,10.0,4.7,"57 km NNE of Bomdila, India"
11.8122,94.8487,10.0,4.9,"229 km E of Port Blair, India"
24.9048,94.6999,71.28,4.3,"70 km ENE of Yairipok, India"
8.4582,93.7163,10.0,4.6,"Nicobar Islands, India region"
8.7112,94.0263,79.63,4.6,"Nicobar Islands, India region"
24.9278,94.9219,112.02,4.5,"92 km SSE of Phek, India"
27.7834,94.8947,10.0,4.4,"26 km NE of Silapathar, India"
25.812,95.8922,132.99,4.2,"101 km WSW of Sarupathar, India"
17.1576,73.7769,10.0,4.3,"26 km S of Koynanagar, India"
12.1229,92.709,30.0,4.9,"46 km N of Bamboo Flat, India"
24.537,72.7357,10.0,4.0,"6 km SSE of ?bu, India"
25.0414,94.8689,65.32,4.6,"78 km SSE of Phek, India"
8.5841,93.4888,9.85,4.4,"Nicobar Islands, India region"
10.8163,91.6187,10.0,4.7,"154 km SW of Bamboo Flat, India"
10.6433,91.4323,10.0,4.2,"182 km SW of Bamboo Flat, India"
25.0456,95.2138,95.78,4.4,"99 km SE of Phek, India"
10.737,93.5702,77.47,4.6,"136 km SE of Port Blair, India"
12.5345,93.2991,86.56,4.4,"111 km NE of Bamboo Flat, India"
26.4403,93.0258,43.81,4.6,"31 km SE of Tezpur, India"
10.9578,91.7043,10.0,4.2,"137 km SW of Bamboo Flat, India"
10.2311,92.3966,10.0,4.5,"Andaman Islands, India region"
12.4345,93.5064,105.87,4.2,"118 km NE of Bamboo Flat, India"
14.069,93.1441,10.0,4.5,"266 km N of Bamboo Flat, India"
11.8466,92.8676,48.25,4.7,"23 km NE of Bamboo Flat, India"
10.5622,93.7769,10.0,4.2,"166 km SE of Port Blair, India"
13.1345,95.4198,10.0,5.1,"Andaman Islands, India region"
24.3186,93.5079,56.65,4.6,"16 km W of Chur?ch?ndpur, India"
13.9762,93.1001,10.0,4.9,"255 km N of Bamboo Flat, India"
25.6452,90.9083,10.0,4.4,"38 km WNW of Nongstoin, India"
11.9231,92.8488,56.99,4.9,"Andaman Islands, India region"
27.4854,76.867,10.0,4.0,"13 km W of Govindgarh, India"
26.1211,96.9489,45.71,4.3,"16 km SE of Sarupathar, India"
11.8129,93.6513,115.85,4.5,"99 km E of Port Blair, India"
20.2344,72.8943,10.0,4.0,"11 km WSW of Silvassa, India"
29.3387,77.3166,10.0,4.0,"4 km ENE of K?ndhla, India"
25.5862,95.6268,48.48,4.1,"110 km SE of Tuensang, India"
13.4538,91.7532,10.0,4.4,"220 km NNW of Bamboo Flat, India"
26.0047,96.8478,10.0,4.3,"22 km S of Sarupathar, India"
35.0109,74.2087,10.0,4.0,"76 km NNW of Bandipura, India"
25.2277,95.2123,101.16,4.1,"86 km SE of Phek, India"
24.3098,93.8919,55.87,4.6,"22 km E of Chur?ch?ndpur, India"
14.0245,92.9974,10.0,4.5,"258 km N of Bamboo Flat, India"
13.0839,91.6733,10.0,4.4,"190 km NW of Bamboo Flat, India"
34.3645,78.2373,34.51,4.6,"64 km ENE of Leh, India"
11.7558,93.3604,111.1,4.5,"67 km E of Port Blair, India"
12.8155,93.5007,75.11,4.4,"150 km NE of Bamboo Flat, India"
8.0837,93.6636,88.19,4.3,"Nicobar Islands, India region"
8.6753,94.6116,117.35,4.6,"Nicobar Islands, India region"
24.5152,94.8152,10.0,4.5,"76 km E of W?ngjing, India"
28.0036,92.6174,10.0,4.8,"83 km NE of Tawang, India"
24.3823,94.3399,64.34,4.2,"36 km SE of W?ngjing, India"
29.964,95.158,10.0,4.3,"176 km NNE of Shi Yomi, India"
34.0313,77.9427,10.0,4.1,"36 km ESE of Leh, India"
34.3492,78.1903,10.0,4.5,"59 km ENE of Leh, India"
34.2342,78.1243,10.0,4.9,"50 km E of Leh, India"
34.2929,78.0838,10.0,4.6,"48 km ENE of Leh, India"
24.6818,95.1058,120.42,4.3,"105 km E of W?ngjing, India"
9.3012,93.8022,54.7,4.6,"285 km SSE of Port Blair, India"
10.4733,91.652,10.0,4.1,"178 km SW of Port Blair, India"
25.777,95.0062,80.14,4.2,"52 km ENE of Phek, India"
24.2458,93.913,57.72,4.2,"26 km ESE of Chur?ch?ndpur, India"
26.0547,90.8859,10.0,4.4,"29 km ESE of Go?lp?ra, India"
33.6364,76.2087,35.0,4.4,"54 km NE of Kishtw?r, India"
28.8193,76.8395,10.0,3.6,"7 km NE of Kheri S?mpla, India"
24.7558,95.3651,149.33,4.6,"132 km E of W?ngjing, India"
23.4903,82.446,10.0,4.7,"27 km NNW of Baikunthpur, India"
22.6926,87.7938,10.0,4.5,"6 km ENE of Gh?t?l, India"
10.7028,91.5787,10.0,4.6,"166 km SW of Bamboo Flat, India"
10.9995,91.5782,10.0,4.4,"146 km WSW of Bamboo Flat, India"
24.6758,94.7739,85.0,4.5,"72 km E of W?ngjing, India"
25.6357,90.9299,10.0,3.8,"36 km WNW of Nongstoin, India"
14.0665,93.2233,30.48,4.9,"267 km NNE of Bamboo Flat, India"
24.9529,95.2068,143.19,4.0,"106 km SE of Phek, India"
34.3623,73.9968,43.84,4.2,"31 km N of Uri, India"
34.2911,74.0789,40.06,4.5,"23 km N of Uri, India"
10.9238,91.8114,10.0,4.6,"130 km SW of Bamboo Flat, India"
12.9343,93.4058,79.64,4.5,"155 km NNE of Bamboo Flat, India"
11.3442,93.0558,97.52,4.0,"49 km SE of Port Blair, India"
13.1648,92.4982,27.4,4.8,"163 km N of Bamboo Flat, India"
13.276,93.5947,74.65,4.4,"198 km NNE of Bamboo Flat, India"
14.0705,92.8391,27.05,4.4,"262 km N of Bamboo Flat, India"
23.927,93.8741,59.13,4.6,"49 km SSE of Chur?ch?ndpur, India"
10.1921,93.0909,70.72,4.5,"167 km SSE of Port Blair, India"
24.6071,94.3727,67.38,4.5,"31 km E of W?ngjing, India"
31.7248,77.6864,10.0,3.2,"25 km NNW of Sar?han, India"
32.5602,76.3615,10.0,4.5,"22 km E of Chamba, India"
30.8612,78.2815,10.0,4.4,"9 km NE of Barkot, India"
26.3289,96.4714,116.86,4.2,"36 km WNW of Sarupathar, India"
26.3263,92.6686,47.34,4.9,"18 km NE of Rah?, India"
34.2276,78.0514,10.0,4.4,"43 km E of Leh, India"
30.7553,78.9228,10.0,4.5,"45 km E of Uttark?shi, India"
24.5969,95.1002,110.91,4.8,"104 km E of W?ngjing, India"
27.1823,96.9851,38.89,4.9,"107 km SSE of Hayuliang, India"
26.3926,93.5059,49.17,4.0,"29 km SSW of Bok?kh?t, India"
10.8902,93.6517,140.2,4.7,"130 km SE of Port Blair, India"
26.4604,94.3715,59.43,4.4,"20 km NW of Mokokch?ng, India"
31.7412,78.4799,10.0,4.5,"69 km ENE of Sar?han, India"
8.5569,94.0233,72.33,4.4,"Nicobar Islands, India region"
23.9282,93.854,61.81,4.4,"48 km SSE of Chur?ch?ndpur, India"
11.0716,93.5682,97.56,4.4,"111 km SE of Port Blair, India"
13.1779,92.3513,26.74,4.9,"168 km NNW of Bamboo Flat, India"
25.2066,95.4783,147.11,4.3,"110 km ESE of Phek, India"
31.2589,80.4048,29.83,4.0,"111 km NE of Josh?math, India"
24.1313,82.5522,10.0,4.6,"14 km WSW of Singrauli, India"
13.8976,92.8286,28.81,4.0,"243 km N of Bamboo Flat, India"
24.8388,95.3185,126.84,4.6,"123 km SE of Phek, India"
29.8972,95.0012,25.59,4.1,"163 km NNE of Shi Yomi, India"
26.4448,96.9676,10.0,4.9,"30 km NNE of Sarupathar, India"
22.1644,92.8036,32.09,4.1,"40 km SSW of Saiha, India"
23.1716,70.4448,10.0,4.2,"17 km SE of Bhach?u, India"
26.3137,89.9018,10.0,4.0,"15 km SSW of Goshaingaon, India"
12.5671,93.7551,109.07,4.3,"148 km NE of Bamboo Flat, India"
11.9132,92.2633,42.36,4.3,"54 km WNW of Bamboo Flat, India"
33.0311,76.0989,39.8,4.5,"36 km E of Bhadarw?h, India"
24.4242,93.5687,55.55,4.5,"14 km NW of Chur?ch?ndpur, India"
13.9008,92.8633,29.63,4.1,"243 km N of Bamboo Flat, India"
8.3429,91.8589,10.0,5.3,"Nicobar Islands, India region"
8.2527,91.7665,10.0,5.8,"Nicobar Islands, India region"
14.6681,92.6095,10.0,4.3,"Andaman Islands, India region"
26.1323,89.8746,11.47,4.5,"6 km ENE of Golakganj, India"
36.4289,76.9152,10.0,4.1,"166 km N of Thang, India"
25.2304,95.0332,83.69,4.5,"72 km SE of Phek, India"
24.5799,94.9415,101.42,4.0,"88 km E of W?ngjing, India"
24.9159,95.2518,128.71,4.3,"112 km SE of Phek, India"
26.6901,96.1232,76.88,4.7,"66 km ESE of Khonsa, India"
8.4361,92.415,17.07,5.1,"Nicobar Islands, India region"
34.2442,73.8406,10.0,4.2,"26 km NW of Uri, India"
10.0394,93.0186,33.89,4.8,"182 km S of Port Blair, India"
9.7595,93.5468,15.89,4.9,"228 km SSE of Port Blair, India"
11.8055,93.8373,136.55,4.6,"119 km E of Port Blair, India"
25.725,90.8605,10.0,4.6,"46 km WNW of Nongstoin, India"
25.6097,96.3486,10.0,4.4,"80 km SW of Sarupathar, India"
33.4204,76.9149,20.3,4.7,"5 km SSE of Padam, India"
24.5413,94.6672,80.12,4.3,"61 km E of W?ngjing, India"
26.609,96.3627,89.32,4.2,"63 km NW of Sarupathar, India"
27.2856,88.0806,10.0,4.2,"17 km W of Gyalshing, India"
12.1948,95.085,10.0,4.4,"261 km ENE of Port Blair, India"
29.9261,95.1799,10.0,4.7,"173 km NNE of Shi Yomi, India"
29.8252,95.2012,10.0,4.1,"164 km NNE of Shi Yomi, India"
29.8244,95.2161,26.27,4.5,"165 km NNE of Shi Yomi, India"
29.8332,95.0334,10.0,4.4,"158 km NNE of Shi Yomi, India"
30.0082,95.0046,10.0,4.2,"174 km NNE of Shi Yomi, India"
29.968,95.2211,10.0,4.2,"179 km NNE of Shi Yomi, India"
30.063,95.1719,10.0,4.1,"186 km NNE of Shi Yomi, India"
9.8714,93.1863,7.29,4.3,"204 km SSE of Port Blair, India"
24.0923,91.2855,29.51,4.9,"28 km N of Agartala, India"
12.7959,95.4699,10.0,4.5,"Andaman Islands, India region"
31.9508,77.4341,14.96,4.1,"30 km E of Kulu, India"
13.7225,92.9359,32.74,4.7,"225 km N of Bamboo Flat, India"
33.5105,76.2599,32.12,4.6,"50 km ENE of Kishtw?r, India"
13.032,93.3537,52.75,4.6,"162 km NNE of Bamboo Flat, India"
12.9368,92.4082,32.5,4.5,"140 km NNW of Bamboo Flat, India"
11.0125,94.7724,38.49,4.1,"232 km ESE of Port Blair, India"
25.0388,94.7337,77.48,4.5,"73 km SSE of Phek, India"
12.8626,91.8995,27.25,4.7,"156 km NW of Bamboo Flat, India"
13.0038,92.9286,32.08,4.2,"146 km N of Bamboo Flat, India"
34.2131,74.5944,35.0,4.6,"5 km WSW of Sumbal, India"
24.9962,94.8861,84.2,4.4,"83 km SSE of Phek, India"
12.8855,91.8312,28.17,4.5,"162 km NW of Bamboo Flat, India"
11.1912,93.763,135.46,4.4,"122 km ESE of Port Blair, India"
25.275,90.2279,36.67,4.1,"26 km S of Tura, India"
30.4658,94.704,10.0,4.6,"216 km N of Shi Yomi, India"
30.3667,94.9281,10.0,4.9,"210 km NNE of Shi Yomi, India"
16.3657,73.3863,10.0,4.1,"34 km NNW of M?lvan, India"
25.8288,94.5263,61.1,4.6,"15 km S of Zunheboto, India"
32.8724,76.2437,44.78,4.4,"36 km NNE of Chamba, India"
30.3157,95.0857,10.0,4.2,"209 km NNE of Shi Yomi, India"
13.639,92.8043,25.23,4.5,"214 km N of Bamboo Flat, India"
24.3109,93.5456,62.84,4.2,"12 km WSW of Chur?ch?ndpur, India"
25.1098,94.8989,68.66,4.0,"73 km SSE of Phek, India"
24.1789,92.2002,38.77,4.4,"21 km S of Dharmanagar, India"
24.8683,95.1618,122.77,4.3,"110 km SE of Phek, India"
9.8244,93.9746,10.0,4.3,"244 km SSE of Port Blair, India"
10.4269,93.8907,42.73,4.5,"185 km SE of Port Blair, India"
10.0742,93.5741,35.0,4.4,"197 km SSE of Port Blair, India"
29.9367,95.1768,24.75,4.2,"174 km NNE of Shi Yomi, India"
25.2784,95.1091,92.06,4.6,"74 km SE of Phek, India"
16.6688,73.576,15.46,4.3,"6 km ENE of R?j?pur, India"
24.7698,95.1741,108.98,4.1,"114 km E of W?ngjing, India"
28.9744,76.7797,10.0,4.7,"16 km NW of Kharkhauda, India"
10.3004,93.2343,82.18,4.4,"160 km SSE of Port Blair, India"
33.2999,75.9276,35.9,4.5,"15 km E of Kishtw?r, India"
32.8696,76.2986,35.36,4.2,"38 km NNE of Chamba, India"
33.0204,76.1431,42.99,4.5,"40 km E of Bhadarw?h, India"
12.7126,93.5971,100.98,4.6,"147 km NE of Bamboo Flat, India"
27.3266,88.1714,10.0,4.2,"9 km WNW of Gyalshing, India"
11.4865,95.052,20.79,4.6,"252 km E of Port Blair, India"
11.7813,94.8399,28.01,4.7,"228 km E of Port Blair, India"
13.6394,92.851,27.84,4.4,"215 km N of Bamboo Flat, India"
25.6263,90.8833,31.19,4.3,"40 km WNW of Nongstoin, India"
33.9575,76.422,51.3,4.6,Kashmir-India border region
14.4592,93.0491,31.8,5.3,"Andaman Islands, India region"
25.0469,95.0201,104.0,4.5,"86 km SE of Phek, India"
25.3798,92.5623,34.67,4.4,"51 km WNW of H?flong, India"
11.1741,92.8778,46.01,4.8,"56 km SSE of Port Blair, India"
27.2997,96.7901,54.22,4.4,"89 km SSE of Hayuliang, India"
8.3783,91.8219,32.13,4.3,"Nicobar Islands, India region"
24.7062,94.5703,69.71,4.7,"52 km ENE of W?ngjing, India"
25.1149,95.1428,89.95,4.3,"88 km SE of Phek, India"
24.8454,94.5486,65.83,4.1,"53 km ENE of Yairipok, India"
11.6696,92.2347,29.78,4.1,"52 km W of Bamboo Flat, India"
12.2124,93.2046,67.58,4.5,"77 km NE of Bamboo Flat, India"
10.1937,92.501,32.34,4.2,"165 km S of Port Blair, India"
25.6419,91.8799,35.0,4.3,"8 km N of Shillong, India"
28.1784,92.6836,40.21,4.1,"100 km NE of Tawang, India"
12.2,94.9698,27.49,4.9,"249 km ENE of Port Blair, India"
24.559,94.5655,63.0,4.5,"50 km E of W?ngjing, India"
26.4049,95.364,68.8,4.5,"47 km SE of Mon, India"
35.679,77.8343,82.09,4.1,"126 km NE of Thang, India"
27.9089,93.8486,18.03,4.4,"34 km N of Ziro, India"
13.341,92.327,28.8,4.4,"186 km NNW of Bamboo Flat, India"
12.763,92.9305,35.0,4.3,"119 km N of Bamboo Flat, India"
12.3232,91.9315,27.78,4.4,"109 km NW of Bamboo Flat, India"
24.6052,94.8888,99.72,4.3,"83 km E of W?ngjing, India"
10.9345,91.886,10.0,4.7,"123 km SW of Port Blair, India"
13.1382,93.0599,32.79,4.6,"163 km NNE of Bamboo Flat, India"
28.0012,76.7017,10.0,4.4,"14 km SE of B?wal, India"
24.6475,92.3284,32.42,4.6,"23 km W of Hail?k?ndi, India"
21.7014,93.4678,61.66,4.4,"100 km SSE of Saiha, India"
23.1261,92.8708,50.3,4.7,"18 km S of Serchh?p, India"
25.2519,95.0006,95.33,4.7,"68 km SE of Phek, India"
26.443,92.773,56.85,4.3,"21 km S of Tezpur, India"
33.7459,75.6917,35.0,4.3,"45 km SE of Pahlg?m, India"
25.2601,95.6127,141.47,4.6,"120 km ESE of Phek, India"
13.301,93.048,35.0,4.3,"180 km NNE of Bamboo Flat, India"
10.3504,92.6927,33.56,4.6,"145 km S of Port Blair, India"
24.368,93.9151,63.47,4.3,"15 km SSW of Kakching, India"
12.8909,92.492,29.95,4.3,"133 km N of Bamboo Flat, India"
10.2454,91.637,27.71,4.7,"198 km SW of Port Blair, India"
28.7684,76.5733,10.0,4.1,"7 km N of Beri Kh?s, India"
8.6016,93.8842,80.77,4.5,"Nicobar Islands, India region"
27.2224,96.8182,43.69,4.5,"98 km SSE of Hayuliang, India"
28.6255,94.9397,23.69,4.6,"52 km NNE of Along, India"
31.2127,77.7742,10.0,4.1,"2 km ENE of Rohru, India"
31.4834,77.6806,10.0,4.5,"6 km NE of R?mpur, India"
31.4746,77.7102,10.0,4.6,"8 km ENE of R?mpur, India"
9.1191,94.4457,10.0,4.4,"Nicobar Islands, India region"
9.2319,93.9606,10.0,4.7,"Nicobar Islands, India region"
11.9017,93.5881,107.98,4.6,"95 km ENE of Port Blair, India"
31.3148,76.9876,35.06,4.5,"15 km WNW of Seoni, India"
29.068,94.6895,28.23,4.1,"67 km NNE of Shi Yomi, India"
12.0821,95.1704,10.0,4.5,"268 km E of Port Blair, India"
24.5435,94.8081,91.5,4.0,"75 km E of W?ngjing, India"
24.8397,95.2089,101.26,4.4,"116 km SE of Phek, India"
24.9691,95.3737,132.35,4.7,"117 km SE of Phek, India"
25.7858,95.2245,83.12,4.5,"66 km SE of Tuensang, India"
26.5252,96.4968,64.3,4.6,"47 km NW of Sarupathar, India"
33.0759,76.0936,35.0,4.1,"36 km ENE of Bhadarw?h, India"
22.7638,93.9152,42.42,4.8,Myanmar-India border region
25.9006,90.2255,35.12,4.3,"16 km SSW of Lakhipur, India"
24.2716,94.3125,71.48,4.8,"41 km SE of Kakching, India"
11.2676,91.4012,10.0,4.3,"151 km WSW of Bamboo Flat, India"
25.4013,91.7893,37.62,4.1,"14 km NE of Cherrapunji, India"
9.9398,93.8287,31.38,4.5,"224 km SSE of Port Blair, India"
10.2564,93.7772,42.83,4.4,"192 km SE of Port Blair, India"
12.9466,92.3335,37.35,4.7,"144 km NNW of Bamboo Flat, India"
12.5623,95.1787,10.0,4.9,"282 km ENE of Port Blair, India"
25.9519,90.6891,10.0,4.0,"25 km SSE of Go?lp?ra, India"
34.044,78.0686,31.9,4.1,"46 km ESE of Leh, India"
26.7746,89.092,14.88,3.9,"9 km NW of Birpara, India"
10.3914,92.4579,27.86,4.2,"144 km SSW of Port Blair, India"
9.5751,93.4345,10.0,4.4,"243 km SSE of Port Blair, India"
26.4817,95.4216,21.67,4.1,"45 km SE of Mon, India"
13.4762,93.915,98.7,4.5,"235 km NNE of Bamboo Flat, India"
26.196,93.4977,39.72,4.7,"34 km NW of Bokaj?n, India"
32.9944,76.0777,40.2,4.2,"33 km E of Bhadarw?h, India"
32.8455,76.043,58.67,4.3,"33 km NNW of Chamba, India"
10.3608,93.3475,96.08,4.4,"158 km SSE of Port Blair, India"
13.7261,93.8004,88.89,4.6,"253 km NNE of Bamboo Flat, India"
11.7568,92.8636,50.41,4.3,"16 km NE of Port Blair, India"
13.5519,92.7103,35.0,4.1,"204 km N of Bamboo Flat, India"
24.8896,93.4003,58.15,4.3,"40 km ENE of Lakhipur, India"
12.0291,93.1309,68.01,4.2,"57 km NE of Bamboo Flat, India"
26.2583,93.0894,48.5,4.3,"36 km NE of Hoj?i, India"
8.3257,92.0565,30.67,4.2,"Nicobar Islands, India region"
9.4948,93.7925,55.42,4.6,"266 km SSE of Port Blair, India"
12.6843,93.4126,72.62,4.7,"132 km NE of Bamboo Flat, India"
23.8301,86.5783,14.79,4.5,"6 km E of Gobindpur, India"
29.6312,95.7458,24.84,4.3,"178 km NNE of P?sigh?t, India"
10.4689,93.9392,10.0,4.5,"185 km SE of Port Blair, India"
18.4361,71.1922,10.0,4.3,"179 km W of Al?b?g, India"
12.5328,93.687,111.54,4.4,"Andaman Islands, India region"
10.2874,91.622,26.52,4.4,"195 km SW of Port Blair, India"
26.4076,92.9745,54.52,4.7,"30 km SE of Tezpur, India"
24.4982,94.6561,70.68,4.2,"60 km E of W?ngjing, India"
26.6982,96.7414,29.65,4.3,"54 km N of Sarupathar, India"
24.6819,92.4488,36.31,4.8,"11 km W of Hail?k?ndi, India"
24.1002,92.8262,38.49,4.3,"13 km NW of Darlawn, India"
24.5022,94.9918,93.35,4.1,"94 km E of W?ngjing, India"
24.7157,94.4863,63.02,4.3,"44 km E of Yairipok, India"
27.2548,88.8009,48.22,4.3,"20 km ESE of Gangtok, India"
31.5958,76.9677,36.04,4.2,"8 km NE of Sundarnagar, India"
10.2513,93.803,90.34,4.3,"194 km SE of Port Blair, India"
29.996,80.3737,35.0,4.6,"21 km NW of Dh?rchula, India"
26.5308,91.6928,48.82,4.4,"11 km NE of Rangia, India"
13.0849,92.4507,28.2,4.4,"155 km N of Bamboo Flat, India"
12.1895,95.0107,28.09,4.7,"253 km ENE of Port Blair, India"
24.5969,94.6668,80.13,4.7,"61 km E of W?ngjing, India"
35.3339,78.5062,10.0,4.9,"154 km NNE of Leh, India"
35.3587,78.4343,10.0,4.6,"153 km NNE of Leh, India"
26.0549,89.5568,18.5,4.0,"13 km SE of D?nh?ta, India"
26.1923,92.8261,47.23,4.2,"21 km N of Hoj?i, India"
24.5826,94.8224,43.17,4.5,"76 km E of W?ngjing, India"
27.3767,75.4937,14.2,4.0,"7 km W of R?ngas, India"
8.7191,92.4425,30.78,4.4,"Nicobar Islands, India region"
35.8299,77.451,76.73,4.3,"116 km NNE of Thang, India"
24.8239,95.143,113.11,4.1,"111 km E of Yairipok, India"
13.8085,92.9054,28.8,4.2,"234 km N of Bamboo Flat, India"
29.6875,95.8334,27.31,4.3,"186 km NNE of P?sigh?t, India"
26.0142,90.2598,42.95,3.9,"4 km WSW of Lakhipur, India"
27.3759,87.8566,10.0,4.4,"40 km WNW of Gyalshing, India"
30.4022,94.8054,32.63,4.1,"211 km NNE of Shi Yomi, India"
30.3165,94.9074,32.77,4.2,"204 km NNE of Shi Yomi, India"
30.3746,94.8333,38.31,4.7,"209 km NNE of Shi Yomi, India"
24.6339,94.8588,42.8,4.5,"80 km E of W?ngjing, India"
30.3421,94.8676,35.0,4.9,"206 km NNE of Shi Yomi, India"
30.3637,95.0135,34.91,4.5,"212 km NNE of Shi Yomi, India"
30.3652,80.3368,10.0,4.1,"60 km NNW of Dh?rchula, India"
