latitude,longitude,depth,mag,place
34.331,74.662,33.0,3.9,"5 km NE of H?jan, India"
17.263,73.896,80.2,4.4,"12 km S of P?tan, India"
24.67,95.553,33.0,4.8,"151 km E of W?ngjing, India"
8.419,94.123,33.0,4.6,"Nicobar Islands, India region"
26.619,92.579,33.0,5.0,"13 km SE of Dhekiajuli, India"
33.331,75.712,51.1,5.3,"5 km WNW of Kishtw?r, India"
12.156,93.644,33.0,5.3,"111 km ENE of Port Blair, India"
35.66,78.475,33.0,4.1,"173 km ENE of Thang, India"
34.845,75.078,33.0,4.2,"61 km NE of Bandipura, India"
30.336,79.117,18.7,4.9,"14 km ENE of Rudrapray?g, India"
31.573,77.438,33.0,4.7,"11 km SE of Banj?r, India"
12.236,93.812,55.3,4.8,"132 km ENE of Port Blair, India"
27.667,92.236,33.0,4.3,"32 km ENE of Tawang, India"
12.248,94.331,78.6,4.4,"184 km ENE of Port Blair, India"
24.308,94.488,90.5,5.0,"53 km SE of W?ngjing, India"
23.895,92.937,49.4,5.2,"13 km S of Darlawn, India"
33.414,75.715,67.9,4.7,"12 km NNW of Kishtw?r, India"
12.212,93.749,33.0,5.4,"124 km ENE of Port Blair, India"
27.562,96.758,41.6,4.7,"60 km SSE of Hayuliang, India"
26.521,92.405,33.0,4.9,"9 km NW of Dhing, India"
10.1,93.789,33.0,4.6,"207 km SSE of Port Blair, India"
28.762,81.951,143.2,4.3,Nepal-India border region
9.814,92.792,33.0,4.8,"204 km S of Port Blair, India"
31.096,78.557,33.0,4.4,"42 km NNE of Uttark?shi, India"
29.741,79.791,33.0,5.1,"10 km S of B?geshwar, India"
11.003,92.426,33.0,4.6,"81 km SSW of Port Blair, India"
12.122,93.874,33.0,4.3,"132 km ENE of Port Blair, India"
26.645,92.673,45.9,5.2,"12 km W of Tezpur, India"
11.791,95.034,24.6,5.2,"249 km E of Port Blair, India"
27.187,92.755,33.0,4.8,"33 km ESE of Bomdila, India"
12.225,93.701,33.0,4.5,"120 km ENE of Port Blair, India"
34.76,80.213,33.0,4.3,"250 km ENE of Leh, India"
24.626,94.987,170.5,4.7,"93 km E of W?ngjing, India"
24.976,94.019,60.7,4.5,"20 km NNE of Imph?l, India"
12.566,95.488,33.0,4.2,"Andaman Islands, India region"
26.6,95.522,82.3,4.8,"46 km S of Khonsa, India"
29.178,76.73,33.0,4.1,"5 km NNE of Goh?na, India"
22.706,92.551,33.0,4.4,"28 km SW of Lunglei, India"
30.112,94.987,33.0,4.3,"185 km NNE of Shi Yomi, India"
12.057,92.592,33.0,4.1,"41 km NNW of Bamboo Flat, India"
31.736,78.731,51.2,3.9,"92 km ENE of Sar?han, India"
25.471,96.547,33.0,4.1,"85 km SSW of Sarupathar, India"
34.616,79.849,33.0,4.7,"214 km ENE of Leh, India"
25.262,94.14,50.3,4.8,"45 km S of Koh?ma, India"
24.946,93.104,52.2,5.1,"19 km NNE of Lakhipur, India"
34.365,76.647,83.5,4.6,"52 km ESE of Kargil, India"
24.877,92.425,33.0,4.1,"7 km E of Kar?mganj, India"
11.538,92.341,33.0,4.8,"44 km WSW of Bamboo Flat, India"
25.047,95.364,141.8,4.7,"110 km SE of Phek, India"
24.516,94.682,86.5,5.2,"63 km E of W?ngjing, India"
24.209,94.378,88.5,4.3,"51 km SE of Kakching, India"
24.637,94.518,95.3,4.4,"46 km E of W?ngjing, India"
11.172,93.045,94.2,4.0,"63 km SSE of Port Blair, India"
28.894,94.691,33.0,4.8,"50 km NE of Shi Yomi, India"
24.674,70.992,33.0,4.7,"71 km WNW of Thar?d, India"
25.791,96.524,33.0,4.4,"54 km SSW of Sarupathar, India"
9.882,92.794,33.0,4.9,"197 km S of Port Blair, India"
12.534,95.467,21.8,4.9,"Andaman Islands, India region"
26.793,92.794,67.9,4.6,"13 km ESE of Rang?p?ra, India"
9.414,93.303,71.3,4.3,"256 km SSE of Port Blair, India"
9.343,92.841,66.4,4.0,"257 km S of Port Blair, India"
12.508,95.757,27.3,4.8,"Andaman Islands, India region"
24.559,94.707,85.7,5.2,"65 km E of W?ngjing, India"
24.456,94.033,33.0,4.5,"7 km SE of Kakching, India"
21.454,93.492,59.5,4.5,"126 km SSE of Saiha, India"
26.419,90.763,33.0,4.6,"10 km SE of Bijni, India"
10.393,92.774,33.0,4.8,"140 km S of Port Blair, India"
10.137,93.346,33.0,4.3,"181 km SSE of Port Blair, India"
10.528,93.141,33.0,4.3,"133 km SSE of Port Blair, India"
27.243,87.886,33.8,5.0,"37 km W of Gyalshing, India"
10.088,93.047,33.0,4.6,"177 km S of Port Blair, India"
23.741,93.163,33.0,1.8,"38 km SE of Darlawn, India"
10.403,93.439,104.8,4.3,"158 km SSE of Port Blair, India"
33.221,75.519,41.7,4.8,"8 km NNW of Doda, India"
33.313,75.447,33.0,3.9,"20 km NNW of Doda, India"
22.879,92.504,104.5,4.0,"24 km W of Lunglei, India"
25.246,91.604,33.0,4.3,"11 km WSW of Cherrapunji, India"
33.585,80.645,33.0,4.7,"290 km ESE of Leh, India"
10.416,93.429,103.2,4.7,"157 km SSE of Port Blair, India"
24.52,95.002,99.4,4.7,"95 km E of W?ngjing, India"
14.012,93.22,33.0,4.2,"261 km NNE of Bamboo Flat, India"
26.654,96.827,33.0,4.4,"49 km N of Sarupathar, India"
28.914,95.764,33.0,4.5,"103 km NNE of P?sigh?t, India"
25.137,95.846,33.0,4.7,"147 km ESE of Phek, India"
26.321,96.721,33.0,4.4,"15 km NW of Sarupathar, India"
25.12,95.257,115.9,4.1,"97 km SE of Phek, India"
10.331,93.794,74.1,4.6,"186 km SE of Port Blair, India"
23.903,68.525,33.0,4.1,"48 km NW of Dayapar, India"
8.895,93.707,33.0,4.9,"Nicobar Islands, India region"
26.987,92.751,33.0,5.1,"18 km NNE of Rang?p?ra, India"
35.83,77.675,45.6,4.6,"128 km NE of Thang, India"
26.216,96.866,33.0,5.3,"5 km E of Sarupathar, India"
25.621,95.214,61.8,4.3,"71 km E of Phek, India"
30.988,78.655,33.0,3.7,"35 km NE of Uttark?shi, India"
24.743,94.21,77.6,4.0,"17 km ENE of Yairipok, India"
29.844,94.809,33.0,4.5,"151 km NNE of Shi Yomi, India"
24.103,92.463,33.0,4.3,"18 km NW of S?itlaw, India"
10.051,93.362,105.0,4.4,"190 km SSE of Port Blair, India"
24.986,95.078,105.0,4.2,"95 km SE of Phek, India"
12.52,92.862,33.0,4.1,"92 km N of Bamboo Flat, India"
26.989,96.955,21.9,4.6,"87 km N of Sarupathar, India"
30.611,77.981,33.0,4.2,"15 km SE of Chakr?ta, India"
9.294,93.096,174.8,4.4,"265 km S of Port Blair, India"
9.406,93.423,95.9,4.6,"260 km SSE of Port Blair, India"
25.22,94.974,92.7,4.7,"68 km SE of Phek, India"
23.151,93.359,33.0,5.2,"30 km E of North Vanlaiphai, India"
12.345,92.675,33.0,4.8,"71 km N of Bamboo Flat, India"
22.445,92.888,33.0,4.6,"10 km WSW of Saiha, India"
24.683,94.693,34.7,4.5,"65 km E of Wāngjing, India"
12.368,93.755,33.0,4.6,"134 km NE of Port Blair, India"
27.175,88.293,33.0,5.0,"7 km W of Namchi, India"
32.736,80.05,33.0,4.4,"246 km N of Josh?math, India"
32.595,79.785,33.0,4.7,"223 km ENE of Sar?han, India"
25.232,95.161,103.2,4.6,"82 km SE of Phek, India"
10.663,92.834,33.0,4.6,"111 km S of Port Blair, India"
25.107,95.012,96.9,4.4,"80 km SE of Phek, India"
26.285,91.769,33.0,4.0,"10 km NNE of North Guw?h?ti, India"
26.662,86.916,33.0,4.3,"19 km NNW of B?rpur, India"
25.303,95.099,80.8,5.2,"72 km SE of Phek, India"
25.32,95.156,92.0,5.1,"76 km ESE of Phek, India"
25.382,95.001,95.7,4.8,"59 km ESE of Phek, India"
24.47,94.566,139.4,4.6,"52 km ESE of W?ngjing, India"
25.707,95.218,33.0,4.4,"72 km E of Phek, India"
25.362,94.97,87.1,4.5,"58 km SE of Phek, India"
12.006,93.07,42.0,4.9,"51 km NE of Bamboo Flat, India"
8.33,91.745,33.9,4.8,"Nicobar Islands, India region"
31.605,78.627,33.0,4.4,"79 km E of Sar?han, India"
13.957,93.236,34.9,5.1,"255 km NNE of Bamboo Flat, India"
9.549,93.819,33.0,5.0,"261 km SSE of Port Blair, India"
34.594,79.634,56.9,4.2,"194 km ENE of Leh, India"
26.568,96.179,33.0,4.8,"74 km WNW of Sarupathar, India"
12.163,92.867,33.0,4.5,"53 km NNE of Bamboo Flat, India"
25.064,95.372,129.4,4.8,"110 km SE of Phek, India"
24.611,94.745,139.1,4.7,"69 km E of W?ngjing, India"
30.654,79.216,25.2,4.8,"32 km NW of P?palkoti, India"
29.055,94.79,27.6,4.7,"71 km NE of Shi Yomi, India"
27.415,88.558,43.4,4.7,"11 km SSE of Mangan, India"
29.862,80.479,25.7,4.8,"4 km WNW of Dh?rchula, India"
22.61,93.259,33.0,4.0,"31 km ENE of Saiha, India"
29.05,94.767,25.9,4.9,"69 km NE of Shi Yomi, India"
28.998,94.779,30.9,5.1,"65 km NE of Shi Yomi, India"
12.132,92.902,33.0,4.6,"51 km NNE of Bamboo Flat, India"
12.169,92.837,22.9,5.2,"53 km NNE of Bamboo Flat, India"
26.983,84.381,94.7,3.8,"20 km SSE of R?mnagar, India"
24.827,93.851,71.2,4.3,"9 km WNW of Imph?l, India"
34.634,79.555,46.5,4.5,"188 km ENE of Leh, India"
28.231,92.529,19.2,4.2,"94 km NE of Tawang, India"
9.995,93.03,194.2,3.5,"187 km S of Port Blair, India"
29.917,95.077,33.0,4.3,"168 km NNE of Shi Yomi, India"
25.99,95.412,92.9,4.7,"66 km ESE of Tuensang, India"
10.624,93.552,122.7,4.2,"145 km SE of Port Blair, India"
11.079,93.469,120.3,5.3,"102 km SE of Port Blair, India"
26.038,95.654,94.9,4.5,"86 km ESE of Tuensang, India"
27.139,92.216,44.3,4.8,"24 km SW of Bomdila, India"
9.8,93.084,33.0,4.1,"209 km S of Port Blair, India"
30.019,94.836,33.0,4.7,"171 km NNE of Shi Yomi, India"
25.119,93.859,33.0,4.3,"35 km NNW of Imph?l, India"
12.905,93.45,77.4,4.8,"155 km NNE of Bamboo Flat, India"
30.183,94.892,33.0,5.3,"190 km NNE of Shi Yomi, India"
34.809,74.977,33.0,4.6,"53 km NE of Bandipura, India"
25.554,95.654,84.3,3.4,"114 km SE of Tuensang, India"
30.123,94.808,33.0,4.5,"181 km NNE of Shi Yomi, India"
32.126,76.695,33.0,4.3,"13 km E of P?lampur, India"
29.826,95.308,33.0,4.7,"170 km NNE of Shi Yomi, India"
26.025,90.94,54.6,4.6,"33 km SSW of Barpeta, India"
15.525,80.246,33.0,4.6,"21 km E of Ongole, India"
26.324,93.254,49.1,4.9,"49 km SW of Bok?kh?t, India"
25.607,95.937,33.0,4.4,"109 km SW of Sarupathar, India"
11.176,94.627,81.3,4.2,"212 km ESE of Port Blair, India"
14.528,96.009,18.6,5.2,"Andaman Islands, India region"
26.569,93.436,33.0,4.1,"18 km WSW of Bok?kh?t, India"
9.708,93.922,33.0,4.1,"251 km SSE of Port Blair, India"
27.335,92.948,49.6,4.7,"52 km E of Bomdila, India"
31.922,76.445,33.0,4.7,"11 km NNW of T?ra Suj?npur, India"
34.163,80.749,33.0,4.9,"291 km E of Leh, India"
30.455,94.726,33.0,4.4,"216 km N of Shi Yomi, India"
30.291,94.855,33.0,4.8,"200 km NNE of Shi Yomi, India"
35.742,78.006,49.2,4.7,"142 km NE of Thang, India"
11.571,92.59,69.2,4.1,"19 km SW of Bamboo Flat, India"
30.353,94.881,33.0,4.7,"207 km NNE of Shi Yomi, India"
30.19,94.723,33.0,3.9,"187 km N of Shi Yomi, India"
30.317,94.862,33.0,4.9,"203 km NNE of Shi Yomi, India"
24.811,95.253,117.1,4.6,"121 km SE of Phek, India"
26.689,93.414,43.8,5.1,"19 km WNW of Bok?kh?t, India"
23.85,93.82,74.3,4.8,"55 km SSE of Chur?ch?ndpur, India"
34.584,79.888,33.0,4.6,"216 km ENE of Leh, India"
31.723,80.183,54.8,4.7,"142 km NNE of Josh?math, India"
11.029,92.182,33.0,4.1,"93 km SW of Port Blair, India"
24.983,95.189,117.6,4.7,"102 km SE of Phek, India"
31.144,78.049,54.1,4.7,"28 km ESE of Rohru, India"
27.692,92.881,33.0,4.8,"65 km NE of Bomdila, India"
23.697,92.594,33.0,4.4,"13 km WSW of Aizawl, India"
27.358,96.926,33.0,4.8,"87 km SSE of Hayuliang, India"
26.177,93.524,33.0,4.4,"30 km NW of Bokaj?n, India"
8.167,93.693,89.7,4.8,"Nicobar Islands, India region"
30.47,79.202,44.4,4.9,"22 km WNW of P?palkoti, India"
30.555,79.267,33.0,4.7,"21 km NW of P?palkoti, India"
11.507,93.143,74.3,4.7,"46 km ESE of Port Blair, India"
26.912,96.981,33.0,4.5,"80 km NNE of Sarupathar, India"
26.1,96.941,33.0,4.0,"17 km SE of Sarupathar, India"
11.264,93.467,124.0,4.2,"90 km ESE of Port Blair, India"
34.486,80.281,33.0,4.7,"250 km E of Leh, India"
22.346,79.259,33.0,4.9,"10 km ENE of Amarw?ra, India"
26.469,95.898,101.7,4.5,"69 km SSE of Khonsa, India"
24.817,95.226,151.6,4.6,"119 km SE of Phek, India"
25.769,96.911,33.0,4.7,"49 km SSE of Sarupathar, India"
28.642,95.921,33.0,5.1,"Arunachal Pradesh, India"
9.404,92.961,106.7,4.0,"251 km S of Port Blair, India"
27.657,92.686,27.3,4.9,"50 km NNE of Bomdila, India"
34.558,80.333,33.0,4.6,"256 km E of Leh, India"
28.609,95.246,33.0,4.6,"60 km N of P?sigh?t, India"
29.856,95.156,33.0,4.3,"165 km NNE of Shi Yomi, India"
26.069,96.939,33.0,4.7,"19 km SE of Sarupathar, India"
25.17,94.774,85.6,4.5,"61 km SSE of Phek, India"
27.176,92.322,33.0,4.5,"14 km SW of Bomdila, India"
9.123,93.619,125.7,4.8,"297 km SSE of Port Blair, India"
26.902,96.425,26.4,5.2,"86 km NNW of Sarupathar, India"
30.232,94.889,33.0,4.6,"195 km NNE of Shi Yomi, India"
30.373,94.863,33.0,4.7,"209 km NNE of Shi Yomi, India"
30.336,94.917,26.2,4.8,"207 km NNE of Shi Yomi, India"
13.034,93.354,76.0,5.1,"163 km NNE of Bamboo Flat, India"
32.662,78.559,33.0,4.8,"137 km ENE of Man?li, India"
25.385,92.077,43.1,5.2,"28 km SE of Shillong, India"
25.873,96.343,33.0,4.1,"59 km SW of Sarupathar, India"
34.662,80.254,33.0,4.8,"251 km ENE of Leh, India"
34.615,80.29,33.0,4.8,"253 km E of Leh, India"
11.709,95.297,33.0,5.1,"278 km E of Port Blair, India"
33.16,75.793,33.0,4.6,"17 km S of Kishtw?r, India"
34.58,80.156,33.0,4.7,"240 km E of Leh, India"
26.866,95.035,33.0,5.4,"14 km N of Mon, India"
34.126,79.659,33.0,4.6,"191 km E of Leh, India"
34.458,80.108,33.0,4.8,"234 km E of Leh, India"
34.488,80.032,33.0,4.5,"228 km E of Leh, India"
34.665,79.725,33.0,4.3,"204 km ENE of Leh, India"
26.311,96.899,33.0,5.0,"14 km NE of Sarupathar, India"
9.08,93.531,121.9,4.2,"298 km SSE of Port Blair, India"
12.37,93.236,102.9,4.9,"93 km NE of Bamboo Flat, India"
35.197,78.712,33.0,4.4,"154 km NE of Leh, India"
11.973,91.262,33.0,4.3,"161 km W of Bamboo Flat, India"
36.177,77.62,33.0,4.5,"157 km NNE of Thang, India"
8.24,91.994,33.0,4.5,"Nicobar Islands, India region"
31.85,76.789,33.0,4.7,"15 km S of Jogindarnagar, India"
24.983,95.356,146.9,4.5,"114 km SE of Phek, India"
24.46,94.807,85.2,5.0,"76 km E of W?ngjing, India"
12.398,95.732,33.0,4.6,"Andaman Islands, India region"
10.095,93.114,101.5,4.2,"178 km SSE of Port Blair, India"
30.801,79.166,33.0,4.2,"Uttaranchal, India"
9.811,93.025,33.0,4.2,"207 km S of Port Blair, India"
9.477,93.143,33.0,4.6,"Nicobar Islands, India region"
20.482,73.723,33.0,4.3,"12 km SE of Surg?na, India"
9.779,94.063,33.0,4.2,"253 km SE of Port Blair, India"
25.136,91.184,17.5,5.3,"42 km S of Nongstoin, India"
23.903,92.987,39.0,5.4,"13 km SSE of Darlawn, India"
9.308,93.91,33.0,4.5,"290 km SSE of Port Blair, India"
21.003,85.172,33.0,4.4,"8 km NW of T?lcher, India"
26.93,88.325,69.6,5.0,"7 km NE of K?rsiy?ng, India"
10.551,93.815,164.1,5.0,"169 km SE of Port Blair, India"
22.677,92.837,33.0,4.8,"25 km NW of Saiha, India"
32.624,76.104,33.0,4.9,"7 km NNW of Chamba, India"
27.13,92.071,12.7,5.0,"38 km WSW of Bomdila, India"
24.135,93.209,49.0,4.5,"31 km ENE of Darlawn, India"
10.181,92.806,64.1,4.9,"Andaman Islands, India region"
13.176,95.712,33.0,4.1,"Andaman Islands, India region"
10.528,93.489,106.6,4.8,"149 km SSE of Port Blair, India"
25.2,94.508,33.0,4.3,"51 km S of Phek, India"
8.922,93.924,33.0,4.5,"Nicobar Islands, India region"
25.788,71.236,33.0,4.8,"16 km WNW of B?rmer, India"
23.585,91.505,32.9,4.9,"6 km NNE of Udaipur, India"
27.285,96.875,41.8,4.8,"93 km SSE of Hayuliang, India"
27.109,92.594,33.0,4.7,"24 km SE of Bomdila, India"
10.559,94.605,33.0,4.3,"237 km ESE of Port Blair, India"
8.544,93.764,46.7,5.1,"Nicobar Islands, India region"
27.135,92.586,10.0,4.6,"Arunachal Pradesh, India"
27.133,92.537,9.1,5.3,"18 km SE of Bomdila, India"
24.817,95.137,110.4,4.8,"111 km E of Yairipok, India"
8.229,93.769,33.0,4.5,"Nicobar Islands, India region"
8.044,93.296,33.0,4.7,"Nicobar Islands, India region"
8.002,93.218,33.0,4.9,"Nicobar Islands, India region"
33.888,74.744,33.0,4.7,"3 km NW of Tsr?r Shar?f, India"
10.332,93.751,33.0,4.7,"183 km SE of Port Blair, India"
30.298,94.767,33.0,4.9,"199 km N of Shi Yomi, India"
30.367,94.726,33.0,4.9,"206 km N of Shi Yomi, India"
30.347,94.718,33.0,4.6,"204 km N of Shi Yomi, India"
30.288,94.833,33.0,4.6,"199 km NNE of Shi Yomi, India"
30.364,94.839,33.0,4.7,"208 km NNE of Shi Yomi, India"
30.338,94.759,33.0,4.9,"203 km N of Shi Yomi, India"
25.591,90.229,22.3,4.7,"8 km NNE of Tura, India"
29.808,79.312,33.0,3.9,"11 km WNW of Dw?r?h?t, India"
10.233,93.745,33.0,4.7,"192 km SE of Port Blair, India"
26.931,96.195,33.0,4.9,"63 km E of Khonsa, India"
30.886,73.394,33.0,5.0,India-Pakistan border region
10.144,93.928,33.0,4.7,"212 km SE of Port Blair, India"
8.752,93.647,33.0,4.5,"Nicobar Islands, India region"
9.589,92.75,33.0,4.6,"229 km S of Port Blair, India"
8.607,93.631,33.0,4.6,"Nicobar Islands, India region"
8.515,93.711,33.0,5.4,"Nicobar Islands, India region"
8.648,93.646,33.0,4.8,"Nicobar Islands, India region"
8.535,93.737,33.0,4.8,"Nicobar Islands, India region"
26.218,96.013,27.6,5.3,"79 km W of Sarupathar, India"
10.509,92.315,33.0,4.9,"136 km SSW of Port Blair, India"
28.335,91.802,33.0,4.4,"85 km N of Tawang, India"
11.465,95.038,33.0,5.3,"250 km E of Port Blair, India"
24.44,94.753,83.7,4.4,"71 km ESE of W?ngjing, India"
8.083,91.011,33.0,4.7,"Nicobar Islands, India region"
11.051,92.815,33.0,3.9,"68 km S of Port Blair, India"
8.778,94.135,33.0,4.4,"Nicobar Islands, India region"
8.991,93.88,33.0,4.1,"Nicobar Islands, India region"
31.252,77.045,33.0,4.8,"7 km W of Seoni, India"
27.895,94.027,33.0,4.2,"38 km NNE of Ziro, India"
34.231,74.417,33.0,4.8,"7 km ENE of B?ram?la, India"
29.059,94.677,33.0,4.1,"65 km NNE of Shi Yomi, India"
28.323,96.036,33.0,5.4,"46 km NNW of Tezu, India"
24.617,85.558,33.0,4.8,"16 km NNW of Kodarm?, India"
25.544,95.25,91.3,4.8,"76 km E of Phek, India"
25.452,94.561,58.8,4.6,"24 km SSE of Phek, India"
24.765,94.454,72.6,5.0,"42 km ENE of Yairipok, India"
14.075,90.763,33.0,5.1,"Andaman Islands, India region"
10.497,94.389,33.0,4.8,"221 km SE of Port Blair, India"
10.971,94.87,33.0,3.8,"244 km ESE of Port Blair, India"
10.538,94.464,33.0,4.5,"225 km SE of Port Blair, India"
10.573,94.41,33.0,4.6,"218 km SE of Port Blair, India"
10.728,93.376,33.0,4.6,"124 km SSE of Port Blair, India"
10.536,93.704,33.0,4.5,"163 km SE of Port Blair, India"
31.284,77.805,33.0,4.7,"10 km NNE of Rohru, India"
24.356,94.838,97.8,4.2,"82 km ESE of W?ngjing, India"
27.202,81.728,33.0,4.7,"8 km NNE of Colonelganj, India"
27.811,96.758,33.0,4.5,"35 km SE of Hayuliang, India"
27.409,96.807,33.0,5.3,"78 km SSE of Hayuliang, India"
26.656,96.835,33.0,4.5,"49 km N of Sarupathar, India"
24.843,94.718,33.0,4.9,"70 km ENE of Yairipok, India"
30.489,79.252,33.0,4.5,"18 km WNW of P?palkoti, India"
26.696,92.718,74.1,4.7,"10 km NW of Tezpur, India"
17.127,73.817,10.0,4.6,"26 km NNW of Malk?pur, India"
12.411,93.04,33.0,4.2,"86 km NNE of Bamboo Flat, India"
29.704,80.053,56.3,4.2,"20 km NW of Pithor?garh, India"
25.382,93.445,33.0,4.7,"32 km ENE of Maibong, India"
12.367,95.22,33.0,4.9,"280 km ENE of Port Blair, India"
26.524,92.188,33.0,5.2,"4 km E of Kh?rupatia, India"
24.721,93.597,40.9,4.7,"Manipur, India region"
10.79,93.095,33.0,5.0,"104 km SSE of Port Blair, India"
34.871,74.199,33.0,4.5,"64 km NW of Bandipura, India"
11.05,94.622,33.0,4.9,"215 km ESE of Port Blair, India"
10.891,94.82,33.0,4.8,"242 km ESE of Port Blair, India"
10.941,94.806,33.0,4.7,"238 km ESE of Port Blair, India"
11.07,94.706,33.0,4.6,"223 km ESE of Port Blair, India"
11.095,94.692,19.3,4.9,"221 km ESE of Port Blair, India"
10.935,94.948,33.0,4.3,"253 km ESE of Port Blair, India"
10.888,94.738,18.3,5.1,"233 km ESE of Port Blair, India"
10.947,94.8,19.1,4.7,"237 km ESE of Port Blair, India"
10.861,94.808,33.0,5.0,"242 km ESE of Port Blair, India"
10.953,94.948,33.0,4.8,"252 km ESE of Port Blair, India"
10.895,94.743,33.0,4.8,"234 km ESE of Port Blair, India"
10.929,94.819,33.0,4.4,"240 km ESE of Port Blair, India"
10.946,94.769,33.0,5.1,"234 km ESE of Port Blair, India"
11.012,94.688,33.0,4.7,"223 km ESE of Port Blair, India"
10.844,94.771,33.0,5.2,"239 km ESE of Port Blair, India"
10.763,94.815,33.0,5.0,"247 km ESE of Port Blair, India"
10.827,94.84,33.0,4.7,"246 km ESE of Port Blair, India"
10.603,94.58,33.0,4.7,"232 km ESE of Port Blair, India"
10.779,94.608,33.0,4.9,"225 km ESE of Port Blair, India"
10.723,94.664,33.0,4.3,"233 km ESE of Port Blair, India"
10.792,94.584,33.0,4.9,"222 km ESE of Port Blair, India"
10.98,94.566,33.0,5.0,"212 km ESE of Port Blair, India"
11.244,94.625,33.0,4.6,"210 km ESE of Port Blair, India"
10.966,94.577,33.0,5.4,"214 km ESE of Port Blair, India"
10.885,94.843,33.0,4.1,"244 km ESE of Port Blair, India"
11.015,94.666,33.0,4.4,"221 km ESE of Port Blair, India"
10.958,94.66,33.0,4.9,"Andaman Islands, India region"
10.935,94.697,33.0,4.9,"227 km ESE of Port Blair, India"
10.736,94.728,33.0,4.7,"239 km ESE of Port Blair, India"
10.72,94.744,33.0,4.6,"241 km ESE of Port Blair, India"
10.769,94.718,33.0,4.3,"237 km ESE of Port Blair, India"
10.731,94.662,33.0,4.9,"233 km ESE of Port Blair, India"
10.875,94.997,33.0,4.6,"260 km ESE of Port Blair, India"
10.874,94.631,33.0,5.3,"223 km ESE of Port Blair, India"
10.823,94.673,33.0,4.6,"230 km ESE of Port Blair, India"
10.816,94.894,33.0,5.1,"252 km ESE of Port Blair, India"
11.024,94.676,33.0,4.9,"222 km ESE of Port Blair, India"
10.864,94.82,33.0,4.4,"243 km ESE of Port Blair, India"
10.999,94.593,33.0,4.8,"214 km ESE of Port Blair, India"
11.006,94.791,33.0,4.7,"234 km ESE of Port Blair, India"
11.042,94.812,33.0,4.8,"235 km ESE of Port Blair, India"
10.941,95.007,33.0,4.8,"259 km ESE of Port Blair, India"
10.941,94.886,33.0,4.8,"246 km ESE of Port Blair, India"
10.865,94.941,33.0,4.2,"255 km ESE of Port Blair, India"
10.895,94.869,33.0,5.0,"246 km ESE of Port Blair, India"
10.861,94.79,33.0,5.4,"240 km ESE of Port Blair, India"
10.932,94.616,33.0,5.4,"219 km ESE of Port Blair, India"
10.899,94.69,33.0,4.9,"Andaman Islands, India region"
10.507,94.985,33.0,4.1,"276 km ESE of Port Blair, India"
10.798,94.774,33.0,5.3,"241 km ESE of Port Blair, India"
11.124,94.791,33.0,4.7,"Andaman Islands, India region"
11.048,94.839,33.0,4.8,"Andaman Islands, India region"
10.817,94.735,33.0,4.7,"236 km ESE of Port Blair, India"
12.39,94.647,33.0,4.7,"221 km ENE of Port Blair, India"
11.219,94.682,33.0,4.7,"216 km ESE of Port Blair, India"
11.002,95.326,33.0,3.7,"291 km ESE of Port Blair, India"
10.891,94.806,33.0,4.6,"240 km ESE of Port Blair, India"
10.857,94.778,33.0,4.9,"239 km ESE of Port Blair, India"
10.981,94.648,33.0,5.4,"220 km ESE of Port Blair, India"
10.66,94.792,33.0,4.7,"249 km ESE of Port Blair, India"
11.235,94.72,33.0,5.2,"220 km ESE of Port Blair, India"
10.729,94.742,33.0,4.8,"241 km ESE of Port Blair, India"
10.863,94.735,33.0,5.1,"234 km ESE of Port Blair, India"
11.009,94.738,33.0,5.2,"229 km ESE of Port Blair, India"
10.794,94.885,33.0,4.8,"252 km ESE of Port Blair, India"
10.901,94.824,33.0,4.7,"242 km ESE of Port Blair, India"
10.878,94.776,33.0,4.9,"238 km ESE of Port Blair, India"
10.814,95.088,33.0,4.9,"272 km ESE of Port Blair, India"
11.073,94.764,33.0,4.6,"229 km ESE of Port Blair, India"
11.016,94.828,33.0,4.8,"238 km ESE of Port Blair, India"
10.942,94.74,33.0,4.6,"231 km ESE of Port Blair, India"
10.859,95.224,33.0,4.7,"284 km ESE of Port Blair, India"
11.243,94.943,33.0,4.8,"244 km ESE of Port Blair, India"
10.821,94.906,33.0,4.9,"253 km ESE of Port Blair, India"
10.871,94.955,33.0,4.7,"256 km ESE of Port Blair, India"
11.096,94.678,33.0,5.1,"220 km ESE of Port Blair, India"
11.764,94.408,33.0,5.0,"181 km E of Port Blair, India"
10.967,95.064,33.0,4.7,"264 km ESE of Port Blair, India"
11.004,94.989,33.0,4.7,"255 km ESE of Port Blair, India"
11.874,94.339,33.0,4.9,"175 km E of Port Blair, India"
11.027,94.706,33.0,4.9,"225 km ESE of Port Blair, India"
11.058,94.633,33.0,4.8,"216 km ESE of Port Blair, India"
10.981,94.54,33.0,4.6,"209 km ESE of Port Blair, India"
10.824,95.079,33.0,4.8,"271 km ESE of Port Blair, India"
10.866,94.744,33.0,4.8,"235 km ESE of Port Blair, India"
24.826,94.398,83.3,3.9,"39 km ENE of Yairipok, India"
11.114,94.723,33.0,5.4,"224 km ESE of Port Blair, India"
11.304,94.675,33.0,5.3,"214 km E of Port Blair, India"
11.255,94.739,33.0,5.0,"222 km ESE of Port Blair, India"
11.208,95.153,33.0,4.2,"267 km E of Port Blair, India"
